size,combination,base_puzzles,common_operation,derived_candidate,object_space,new_observable,new_dynamics,status,screening_verdict
3,C01+C10+C11,strict oscillatory-damped kernel + operational process tuple + dimensional-scale obstruction,quotient simultaneous generator-time rescaling | quotient positive generator rescaling,Operational Calibration Torsor | Projective Spectral Fingerprint,"principal positive-scale orbit of (A,tau) | ordered eigenvalue-ratio simplex",projective spectrum before an external section is supplied | scale-free spectral ratios,same transition operator on every scale-orbit representative | none beyond the inferred dimensionless generator ray,[Proven],Inherited lower-order object; no new irreducible coupling
3,C01+C10+C12,strict oscillatory-damped kernel + operational process tuple + selector/source obstruction,no typed common operation in the declared finite grammar,No admitted derivative,not constructed,not constructed,not constructed,[Refuted],Visual juxtaposition alone was rejected
3,C01+C11+C12,strict oscillatory-damped kernel + dimensional-scale obstruction + selector/source obstruction,quotient positive generator rescaling,Projective Spectral Fingerprint,ordered eigenvalue-ratio simplex,scale-free spectral ratios,none beyond the inferred dimensionless generator ray,[Proven],Inherited lower-order object; no new irreducible coupling
3,C02+C03+C04,legacy intermediate bridge profile + positive graph Laplacian A + unitary/heat dual functional calculus,holomorphic/Borel functional calculus of one positive generator,Dual Spectral Ray,commutative operator algebra generated by A,spectral response along real and imaginary time rays,unitary group plus heat semigroup,[Proven],Inherited lower-order object; no new irreducible coupling
3,C02+C03+C05,legacy intermediate bridge profile + positive graph Laplacian A + Green/resolvent/action reconstruction,operator inversion followed by stationary-action reconstruction,Quadratic Green Action,quadratic forms on the zero-mode quotient or a regulated Hilbert space,source response and on-shell quadratic value,gradient flow or Hamiltonian flow only after an explicit temporal rule,[Proven],Inherited lower-order object; no new irreducible coupling
3,C02+C03+C06,legacy intermediate bridge profile + positive graph Laplacian A + orientation cocycle and chiral receivers,no typed common operation in the declared finite grammar,No admitted derivative,not constructed,not constructed,not constructed,[Refuted],Visual juxtaposition alone was rejected
3,C02+C03+C07,legacy intermediate bridge profile + positive graph Laplacian A + fractal Schur compression,Kron/Schur elimination of hidden vertices,Static Schur Effective Generator,positive graph Laplacians on retained contexts,static boundary response,not exact dynamically unless memory vanishes,[Proven],Inherited lower-order object; no new irreducible coupling
3,C02+C03+C08,legacy intermediate bridge profile + positive graph Laplacian A + adaptive operator and memory law,no typed common operation in the declared finite grammar,No admitted derivative,not constructed,not constructed,not constructed,[Refuted],Visual juxtaposition alone was rejected
3,C02+C03+C09,legacy intermediate bridge profile + positive graph Laplacian A + information/entropy geometry,no typed common operation in the declared finite grammar,No admitted derivative,not constructed,not constructed,not constructed,[Refuted],Visual juxtaposition alone was rejected
3,C02+C03+C10,legacy intermediate bridge profile + positive graph Laplacian A + operational process tuple,no typed common operation in the declared finite grammar,No admitted derivative,not constructed,not constructed,not constructed,[Refuted],Visual juxtaposition alone was rejected
3,C02+C03+C11,legacy intermediate bridge profile + positive graph Laplacian A + dimensional-scale obstruction,no typed common operation in the declared finite grammar,No admitted derivative,not constructed,not constructed,not constructed,[Refuted],Visual juxtaposition alone was rejected
3,C02+C03+C12,legacy intermediate bridge profile + positive graph Laplacian A + selector/source obstruction,no typed common operation in the declared finite grammar,No admitted derivative,not constructed,not constructed,not constructed,[Refuted],Visual juxtaposition alone was rejected
3,C02+C04+C05,legacy intermediate bridge profile + unitary/heat dual functional calculus + Green/resolvent/action reconstruction,no typed common operation in the declared finite grammar,No admitted derivative,not constructed,not constructed,not constructed,[Refuted],Visual juxtaposition alone was rejected
3,C02+C04+C06,legacy intermediate bridge profile + unitary/heat dual functional calculus + orientation cocycle and chiral receivers,no typed common operation in the declared finite grammar,No admitted derivative,not constructed,not constructed,not constructed,[Refuted],Visual juxtaposition alone was rejected
3,C02+C04+C07,legacy intermediate bridge profile + unitary/heat dual functional calculus + fractal Schur compression,no typed common operation in the declared finite grammar,No admitted derivative,not constructed,not constructed,not constructed,[Refuted],Visual juxtaposition alone was rejected
3,C02+C04+C08,legacy intermediate bridge profile + unitary/heat dual functional calculus + adaptive operator and memory law,no typed common operation in the declared finite grammar,No admitted derivative,not constructed,not constructed,not constructed,[Refuted],Visual juxtaposition alone was rejected
3,C02+C04+C09,legacy intermediate bridge profile + unitary/heat dual functional calculus + information/entropy geometry,construct diffusion distances from heat-kernel rows,Heat Information Metric,dimensionless metric family indexed by heat time,multi-scale distinguishability,contractive geometry under the heat semigroup,[Proven],Inherited lower-order object; no new irreducible coupling
3,C02+C04+C10,legacy intermediate bridge profile + unitary/heat dual functional calculus + operational process tuple,insert preparations and instruments into two functional-calculus rays,Operational Dual Process,multi-time probability/process objects,intervention-conditioned records,wave and diffusion records with separate environments,[Proven],Inherited lower-order object; no new irreducible coupling
3,C02+C04+C11,legacy intermediate bridge profile + unitary/heat dual functional calculus + dimensional-scale obstruction,no typed common operation in the declared finite grammar,No admitted derivative,not constructed,not constructed,not constructed,[Refuted],Visual juxtaposition alone was rejected
3,C02+C04+C12,legacy intermediate bridge profile + unitary/heat dual functional calculus + selector/source obstruction,no typed common operation in the declared finite grammar,No admitted derivative,not constructed,not constructed,not constructed,[Refuted],Visual juxtaposition alone was rejected
3,C02+C05+C06,legacy intermediate bridge profile + Green/resolvent/action reconstruction + orientation cocycle and chiral receivers,no typed common operation in the declared finite grammar,No admitted derivative,not constructed,not constructed,not constructed,[Refuted],Visual juxtaposition alone was rejected
3,C02+C05+C07,legacy intermediate bridge profile + Green/resolvent/action reconstruction + fractal Schur compression,no typed common operation in the declared finite grammar,No admitted derivative,not constructed,not constructed,not constructed,[Refuted],Visual juxtaposition alone was rejected
3,C02+C05+C08,legacy intermediate bridge profile + Green/resolvent/action reconstruction + adaptive operator and memory law,no typed common operation in the declared finite grammar,No admitted derivative,not constructed,not constructed,not constructed,[Refuted],Visual juxtaposition alone was rejected
3,C02+C05+C09,legacy intermediate bridge profile + Green/resolvent/action reconstruction + information/entropy geometry,no typed common operation in the declared finite grammar,No admitted derivative,not constructed,not constructed,not constructed,[Refuted],Visual juxtaposition alone was rejected
3,C02+C05+C10,legacy intermediate bridge profile + Green/resolvent/action reconstruction + operational process tuple,no typed common operation in the declared finite grammar,No admitted derivative,not constructed,not constructed,not constructed,[Refuted],Visual juxtaposition alone was rejected
3,C02+C05+C11,legacy intermediate bridge profile + Green/resolvent/action reconstruction + dimensional-scale obstruction,no typed common operation in the declared finite grammar,No admitted derivative,not constructed,not constructed,not constructed,[Refuted],Visual juxtaposition alone was rejected
3,C02+C05+C12,legacy intermediate bridge profile + Green/resolvent/action reconstruction + selector/source obstruction,no typed common operation in the declared finite grammar,No admitted derivative,not constructed,not constructed,not constructed,[Refuted],Visual juxtaposition alone was rejected
3,C02+C06+C07,legacy intermediate bridge profile + orientation cocycle and chiral receivers + fractal Schur compression,no typed common operation in the declared finite grammar,No admitted derivative,not constructed,not constructed,not constructed,[Refuted],Visual juxtaposition alone was rejected
3,C02+C06+C08,legacy intermediate bridge profile + orientation cocycle and chiral receivers + adaptive operator and memory law,no typed common operation in the declared finite grammar,No admitted derivative,not constructed,not constructed,not constructed,[Refuted],Visual juxtaposition alone was rejected
3,C02+C06+C09,legacy intermediate bridge profile + orientation cocycle and chiral receivers + information/entropy geometry,no typed common operation in the declared finite grammar,No admitted derivative,not constructed,not constructed,not constructed,[Refuted],Visual juxtaposition alone was rejected
3,C02+C06+C10,legacy intermediate bridge profile + orientation cocycle and chiral receivers + operational process tuple,no typed common operation in the declared finite grammar,No admitted derivative,not constructed,not constructed,not constructed,[Refuted],Visual juxtaposition alone was rejected
3,C02+C06+C11,legacy intermediate bridge profile + orientation cocycle and chiral receivers + dimensional-scale obstruction,no typed common operation in the declared finite grammar,No admitted derivative,not constructed,not constructed,not constructed,[Refuted],Visual juxtaposition alone was rejected
3,C02+C06+C12,legacy intermediate bridge profile + orientation cocycle and chiral receivers + selector/source obstruction,pair an inversion-odd observable with a prepared state,Asymmetry Resource Receiver,reflection-asymmetry resource preorder,signed current/bispectrum/cocycle response,covariant channels cannot create the missing mode,[Proven],Inherited lower-order object; no new irreducible coupling
3,C02+C07+C08,legacy intermediate bridge profile + fractal Schur compression + adaptive operator and memory law,no typed common operation in the declared finite grammar,No admitted derivative,not constructed,not constructed,not constructed,[Refuted],Visual juxtaposition alone was rejected
3,C02+C07+C09,legacy intermediate bridge profile + fractal Schur compression + information/entropy geometry,no typed common operation in the declared finite grammar,No admitted derivative,not constructed,not constructed,not constructed,[Refuted],Visual juxtaposition alone was rejected
3,C02+C07+C10,legacy intermediate bridge profile + fractal Schur compression + operational process tuple,no typed common operation in the declared finite grammar,No admitted derivative,not constructed,not constructed,not constructed,[Refuted],Visual juxtaposition alone was rejected
3,C02+C07+C11,legacy intermediate bridge profile + fractal Schur compression + dimensional-scale obstruction,no typed common operation in the declared finite grammar,No admitted derivative,not constructed,not constructed,not constructed,[Refuted],Visual juxtaposition alone was rejected
3,C02+C07+C12,legacy intermediate bridge profile + fractal Schur compression + selector/source obstruction,no typed common operation in the declared finite grammar,No admitted derivative,not constructed,not constructed,not constructed,[Refuted],Visual juxtaposition alone was rejected
3,C02+C08+C09,legacy intermediate bridge profile + adaptive operator and memory law + information/entropy geometry,no typed common operation in the declared finite grammar,No admitted derivative,not constructed,not constructed,not constructed,[Refuted],Visual juxtaposition alone was rejected
3,C02+C08+C10,legacy intermediate bridge profile + adaptive operator and memory law + operational process tuple,update an operator model from intervention-conditioned records,Adaptive Process Estimator,operator-valued state space with apparatus memory,held-out process likelihood or residual,nonlinear learning coupled to process dynamics,[Moderate evidence],Inherited lower-order object; no new irreducible coupling
3,C02+C08+C11,legacy intermediate bridge profile + adaptive operator and memory law + dimensional-scale obstruction,no typed common operation in the declared finite grammar,No admitted derivative,not constructed,not constructed,not constructed,[Refuted],Visual juxtaposition alone was rejected
3,C02+C08+C12,legacy intermediate bridge profile + adaptive operator and memory law + selector/source obstruction,no typed common operation in the declared finite grammar,No admitted derivative,not constructed,not constructed,not constructed,[Refuted],Visual juxtaposition alone was rejected
3,C02+C09+C10,legacy intermediate bridge profile + information/entropy geometry + operational process tuple,no typed common operation in the declared finite grammar,No admitted derivative,not constructed,not constructed,not constructed,[Refuted],Visual juxtaposition alone was rejected
3,C02+C09+C11,legacy intermediate bridge profile + information/entropy geometry + dimensional-scale obstruction,no typed common operation in the declared finite grammar,No admitted derivative,not constructed,not constructed,not constructed,[Refuted],Visual juxtaposition alone was rejected
3,C02+C09+C12,legacy intermediate bridge profile + information/entropy geometry + selector/source obstruction,no typed common operation in the declared finite grammar,No admitted derivative,not constructed,not constructed,not constructed,[Refuted],Visual juxtaposition alone was rejected
3,C02+C10+C11,legacy intermediate bridge profile + operational process tuple + dimensional-scale obstruction,quotient simultaneous generator-time rescaling,Operational Calibration Torsor,"principal positive-scale orbit of (A,tau)",projective spectrum before an external section is supplied,same transition operator on every scale-orbit representative,[Proven],Inherited lower-order object; no new irreducible coupling
3,C02+C10+C12,legacy intermediate bridge profile + operational process tuple + selector/source obstruction,no typed common operation in the declared finite grammar,No admitted derivative,not constructed,not constructed,not constructed,[Refuted],Visual juxtaposition alone was rejected
3,C02+C11+C12,legacy intermediate bridge profile + dimensional-scale obstruction + selector/source obstruction,no typed common operation in the declared finite grammar,No admitted derivative,not constructed,not constructed,not constructed,[Refuted],Visual juxtaposition alone was rejected
3,C03+C04+C05,positive graph Laplacian A + unitary/heat dual functional calculus + Green/resolvent/action reconstruction,operator inversion followed by stationary-action reconstruction | holomorphic/Borel functional calculus of one positive generator,Quadratic Green Action | Dual Spectral Ray,quadratic forms on the zero-mode quotient or a regulated Hilbert space | commutative operator algebra generated by A,source response and on-shell quadratic value | spectral response along real and imaginary time rays,gradient flow or Hamiltonian flow only after an explicit temporal rule | unitary group plus heat semigroup,[Proven],Inherited lower-order object; no new irreducible coupling
3,C03+C04+C06,positive graph Laplacian A + unitary/heat dual functional calculus + orientation cocycle and chiral receivers,holomorphic/Borel functional calculus of one positive generator,Dual Spectral Ray,commutative operator algebra generated by A,spectral response along real and imaginary time rays,unitary group plus heat semigroup,[Proven],Inherited lower-order object; no new irreducible coupling
3,C03+C04+C07,positive graph Laplacian A + unitary/heat dual functional calculus + fractal Schur compression,holomorphic/Borel functional calculus of one positive generator | Kron/Schur elimination of hidden vertices,Dual Spectral Ray | Static Schur Effective Generator,commutative operator algebra generated by A | positive graph Laplacians on retained contexts,spectral response along real and imaginary time rays | static boundary response,unitary group plus heat semigroup | not exact dynamically unless memory vanishes,[Proven],Inherited lower-order object; no new irreducible coupling
3,C03+C04+C08,positive graph Laplacian A + unitary/heat dual functional calculus + adaptive operator and memory law,holomorphic/Borel functional calculus of one positive generator,Dual Spectral Ray,commutative operator algebra generated by A,spectral response along real and imaginary time rays,unitary group plus heat semigroup,[Proven],Inherited lower-order object; no new irreducible coupling
3,C03+C04+C09,positive graph Laplacian A + unitary/heat dual functional calculus + information/entropy geometry,spectral calculus followed by diffusion/Fisher geometry,Heat-Spectral Geometry Tower,one-parameter family of intrinsic finite geometries,diffusion distances and spectral dimensions,metric contraction along heat time,[Proven],Typed derivative generated
3,C03+C04+C10,positive graph Laplacian A + unitary/heat dual functional calculus + operational process tuple,holomorphic/Borel functional calculus of one positive generator | insert preparations and instruments into two functional-calculus rays,Dual Spectral Ray | Operational Dual Process,commutative operator algebra generated by A | multi-time probability/process objects,spectral response along real and imaginary time rays | intervention-conditioned records,unitary group plus heat semigroup | wave and diffusion records with separate environments,[Proven],Inherited lower-order object; no new irreducible coupling
3,C03+C04+C11,positive graph Laplacian A + unitary/heat dual functional calculus + dimensional-scale obstruction,holomorphic/Borel functional calculus of one positive generator,Dual Spectral Ray,commutative operator algebra generated by A,spectral response along real and imaginary time rays,unitary group plus heat semigroup,[Proven],Inherited lower-order object; no new irreducible coupling
3,C03+C04+C12,positive graph Laplacian A + unitary/heat dual functional calculus + selector/source obstruction,holomorphic/Borel functional calculus of one positive generator,Dual Spectral Ray,commutative operator algebra generated by A,spectral response along real and imaginary time rays,unitary group plus heat semigroup,[Proven],Inherited lower-order object; no new irreducible coupling
3,C03+C05+C06,positive graph Laplacian A + Green/resolvent/action reconstruction + orientation cocycle and chiral receivers,operator inversion followed by stationary-action reconstruction,Quadratic Green Action,quadratic forms on the zero-mode quotient or a regulated Hilbert space,source response and on-shell quadratic value,gradient flow or Hamiltonian flow only after an explicit temporal rule,[Proven],Inherited lower-order object; no new irreducible coupling
3,C03+C05+C07,positive graph Laplacian A + Green/resolvent/action reconstruction + fractal Schur compression,frequency-dependent block resolvent and Schur elimination,Dynamic Spectral Compression Kernel (DSCK),positive operator-valued Stieltjes functions Sigma_E(z),"self-energy, memory kernel and projected composition defect",exact non-Markovian reduced heat/wave dynamics,[Proven],Typed derivative generated
3,C03+C05+C08,positive graph Laplacian A + Green/resolvent/action reconstruction + adaptive operator and memory law,operator inversion followed by stationary-action reconstruction,Quadratic Green Action,quadratic forms on the zero-mode quotient or a regulated Hilbert space,source response and on-shell quadratic value,gradient flow or Hamiltonian flow only after an explicit temporal rule,[Proven],Inherited lower-order object; no new irreducible coupling
3,C03+C05+C09,positive graph Laplacian A + Green/resolvent/action reconstruction + information/entropy geometry,operator inversion followed by stationary-action reconstruction,Quadratic Green Action,quadratic forms on the zero-mode quotient or a regulated Hilbert space,source response and on-shell quadratic value,gradient flow or Hamiltonian flow only after an explicit temporal rule,[Proven],Inherited lower-order object; no new irreducible coupling
3,C03+C05+C10,positive graph Laplacian A + Green/resolvent/action reconstruction + operational process tuple,operator inversion followed by stationary-action reconstruction,Quadratic Green Action,quadratic forms on the zero-mode quotient or a regulated Hilbert space,source response and on-shell quadratic value,gradient flow or Hamiltonian flow only after an explicit temporal rule,[Proven],Inherited lower-order object; no new irreducible coupling
3,C03+C05+C11,positive graph Laplacian A + Green/resolvent/action reconstruction + dimensional-scale obstruction,operator inversion followed by stationary-action reconstruction,Quadratic Green Action,quadratic forms on the zero-mode quotient or a regulated Hilbert space,source response and on-shell quadratic value,gradient flow or Hamiltonian flow only after an explicit temporal rule,[Proven],Inherited lower-order object; no new irreducible coupling
3,C03+C05+C12,positive graph Laplacian A + Green/resolvent/action reconstruction + selector/source obstruction,operator inversion followed by stationary-action reconstruction,Quadratic Green Action,quadratic forms on the zero-mode quotient or a regulated Hilbert space,source response and on-shell quadratic value,gradient flow or Hamiltonian flow only after an explicit temporal rule,[Proven],Inherited lower-order object; no new irreducible coupling
3,C03+C06+C07,positive graph Laplacian A + orientation cocycle and chiral receivers + fractal Schur compression,Kron/Schur elimination of hidden vertices,Static Schur Effective Generator,positive graph Laplacians on retained contexts,static boundary response,not exact dynamically unless memory vanishes,[Proven],Inherited lower-order object; no new irreducible coupling
3,C03+C06+C08,positive graph Laplacian A + orientation cocycle and chiral receivers + adaptive operator and memory law,no typed common operation in the declared finite grammar,No admitted derivative,not constructed,not constructed,not constructed,[Refuted],Visual juxtaposition alone was rejected
3,C03+C06+C09,positive graph Laplacian A + orientation cocycle and chiral receivers + information/entropy geometry,no typed common operation in the declared finite grammar,No admitted derivative,not constructed,not constructed,not constructed,[Refuted],Visual juxtaposition alone was rejected
3,C03+C06+C10,positive graph Laplacian A + orientation cocycle and chiral receivers + operational process tuple,no typed common operation in the declared finite grammar,No admitted derivative,not constructed,not constructed,not constructed,[Refuted],Visual juxtaposition alone was rejected
3,C03+C06+C11,positive graph Laplacian A + orientation cocycle and chiral receivers + dimensional-scale obstruction,no typed common operation in the declared finite grammar,No admitted derivative,not constructed,not constructed,not constructed,[Refuted],Visual juxtaposition alone was rejected
3,C03+C06+C12,positive graph Laplacian A + orientation cocycle and chiral receivers + selector/source obstruction,collect inversion-odd spectral receivers under one resource monotone,Chiral Spectral Response Bundle,bundle of signed observables over reflection-asymmetric states,"current, bispectrum and cocycle responses with common sign covariance",covariant spectral dynamics transports but does not source the sign,[Strong evidence],Typed derivative generated
3,C03+C07+C08,positive graph Laplacian A + fractal Schur compression + adaptive operator and memory law,Kron/Schur elimination of hidden vertices,Static Schur Effective Generator,positive graph Laplacians on retained contexts,static boundary response,not exact dynamically unless memory vanishes,[Proven],Inherited lower-order object; no new irreducible coupling
3,C03+C07+C09,positive graph Laplacian A + fractal Schur compression + information/entropy geometry,Kron/Schur elimination of hidden vertices,Static Schur Effective Generator,positive graph Laplacians on retained contexts,static boundary response,not exact dynamically unless memory vanishes,[Proven],Inherited lower-order object; no new irreducible coupling
3,C03+C07+C10,positive graph Laplacian A + fractal Schur compression + operational process tuple,Kron/Schur elimination of hidden vertices,Static Schur Effective Generator,positive graph Laplacians on retained contexts,static boundary response,not exact dynamically unless memory vanishes,[Proven],Inherited lower-order object; no new irreducible coupling
3,C03+C07+C11,positive graph Laplacian A + fractal Schur compression + dimensional-scale obstruction,Kron/Schur elimination of hidden vertices,Static Schur Effective Generator,positive graph Laplacians on retained contexts,static boundary response,not exact dynamically unless memory vanishes,[Proven],Inherited lower-order object; no new irreducible coupling
3,C03+C07+C12,positive graph Laplacian A + fractal Schur compression + selector/source obstruction,Kron/Schur elimination of hidden vertices,Static Schur Effective Generator,positive graph Laplacians on retained contexts,static boundary response,not exact dynamically unless memory vanishes,[Proven],Inherited lower-order object; no new irreducible coupling
3,C03+C08+C09,positive graph Laplacian A + adaptive operator and memory law + information/entropy geometry,no typed common operation in the declared finite grammar,No admitted derivative,not constructed,not constructed,not constructed,[Refuted],Visual juxtaposition alone was rejected
3,C03+C08+C10,positive graph Laplacian A + adaptive operator and memory law + operational process tuple,update an operator model from intervention-conditioned records,Adaptive Process Estimator,operator-valued state space with apparatus memory,held-out process likelihood or residual,nonlinear learning coupled to process dynamics,[Moderate evidence],Inherited lower-order object; no new irreducible coupling
3,C03+C08+C11,positive graph Laplacian A + adaptive operator and memory law + dimensional-scale obstruction,no typed common operation in the declared finite grammar,No admitted derivative,not constructed,not constructed,not constructed,[Refuted],Visual juxtaposition alone was rejected
3,C03+C08+C12,positive graph Laplacian A + adaptive operator and memory law + selector/source obstruction,no typed common operation in the declared finite grammar,No admitted derivative,not constructed,not constructed,not constructed,[Refuted],Visual juxtaposition alone was rejected
3,C03+C09+C10,positive graph Laplacian A + information/entropy geometry + operational process tuple,no typed common operation in the declared finite grammar,No admitted derivative,not constructed,not constructed,not constructed,[Refuted],Visual juxtaposition alone was rejected
3,C03+C09+C11,positive graph Laplacian A + information/entropy geometry + dimensional-scale obstruction,no typed common operation in the declared finite grammar,No admitted derivative,not constructed,not constructed,not constructed,[Refuted],Visual juxtaposition alone was rejected
3,C03+C09+C12,positive graph Laplacian A + information/entropy geometry + selector/source obstruction,no typed common operation in the declared finite grammar,No admitted derivative,not constructed,not constructed,not constructed,[Refuted],Visual juxtaposition alone was rejected
3,C03+C10+C11,positive graph Laplacian A + operational process tuple + dimensional-scale obstruction,quotient simultaneous generator-time rescaling,Operational Calibration Torsor,"principal positive-scale orbit of (A,tau)",projective spectrum before an external section is supplied,same transition operator on every scale-orbit representative,[Proven],Inherited lower-order object; no new irreducible coupling
3,C03+C10+C12,positive graph Laplacian A + operational process tuple + selector/source obstruction,no typed common operation in the declared finite grammar,No admitted derivative,not constructed,not constructed,not constructed,[Refuted],Visual juxtaposition alone was rejected
3,C03+C11+C12,positive graph Laplacian A + dimensional-scale obstruction + selector/source obstruction,no typed common operation in the declared finite grammar,No admitted derivative,not constructed,not constructed,not constructed,[Refuted],Visual juxtaposition alone was rejected
3,C04+C05+C06,unitary/heat dual functional calculus + Green/resolvent/action reconstruction + orientation cocycle and chiral receivers,no typed common operation in the declared finite grammar,No admitted derivative,not constructed,not constructed,not constructed,[Refuted],Visual juxtaposition alone was rejected
3,C04+C05+C07,unitary/heat dual functional calculus + Green/resolvent/action reconstruction + fractal Schur compression,no typed common operation in the declared finite grammar,No admitted derivative,not constructed,not constructed,not constructed,[Refuted],Visual juxtaposition alone was rejected
3,C04+C05+C08,unitary/heat dual functional calculus + Green/resolvent/action reconstruction + adaptive operator and memory law,no typed common operation in the declared finite grammar,No admitted derivative,not constructed,not constructed,not constructed,[Refuted],Visual juxtaposition alone was rejected
3,C04+C05+C09,unitary/heat dual functional calculus + Green/resolvent/action reconstruction + information/entropy geometry,construct diffusion distances from heat-kernel rows,Heat Information Metric,dimensionless metric family indexed by heat time,multi-scale distinguishability,contractive geometry under the heat semigroup,[Proven],Inherited lower-order object; no new irreducible coupling
3,C04+C05+C10,unitary/heat dual functional calculus + Green/resolvent/action reconstruction + operational process tuple,insert preparations and instruments into two functional-calculus rays,Operational Dual Process,multi-time probability/process objects,intervention-conditioned records,wave and diffusion records with separate environments,[Proven],Inherited lower-order object; no new irreducible coupling
3,C04+C05+C11,unitary/heat dual functional calculus + Green/resolvent/action reconstruction + dimensional-scale obstruction,no typed common operation in the declared finite grammar,No admitted derivative,not constructed,not constructed,not constructed,[Refuted],Visual juxtaposition alone was rejected
3,C04+C05+C12,unitary/heat dual functional calculus + Green/resolvent/action reconstruction + selector/source obstruction,no typed common operation in the declared finite grammar,No admitted derivative,not constructed,not constructed,not constructed,[Refuted],Visual juxtaposition alone was rejected
3,C04+C06+C07,unitary/heat dual functional calculus + orientation cocycle and chiral receivers + fractal Schur compression,no typed common operation in the declared finite grammar,No admitted derivative,not constructed,not constructed,not constructed,[Refuted],Visual juxtaposition alone was rejected
3,C04+C06+C08,unitary/heat dual functional calculus + orientation cocycle and chiral receivers + adaptive operator and memory law,no typed common operation in the declared finite grammar,No admitted derivative,not constructed,not constructed,not constructed,[Refuted],Visual juxtaposition alone was rejected
3,C04+C06+C09,unitary/heat dual functional calculus + orientation cocycle and chiral receivers + information/entropy geometry,construct diffusion distances from heat-kernel rows,Heat Information Metric,dimensionless metric family indexed by heat time,multi-scale distinguishability,contractive geometry under the heat semigroup,[Proven],Inherited lower-order object; no new irreducible coupling
3,C04+C06+C10,unitary/heat dual functional calculus + orientation cocycle and chiral receivers + operational process tuple,insert preparations and instruments into two functional-calculus rays,Operational Dual Process,multi-time probability/process objects,intervention-conditioned records,wave and diffusion records with separate environments,[Proven],Inherited lower-order object; no new irreducible coupling
3,C04+C06+C11,unitary/heat dual functional calculus + orientation cocycle and chiral receivers + dimensional-scale obstruction,no typed common operation in the declared finite grammar,No admitted derivative,not constructed,not constructed,not constructed,[Refuted],Visual juxtaposition alone was rejected
3,C04+C06+C12,unitary/heat dual functional calculus + orientation cocycle and chiral receivers + selector/source obstruction,pair an inversion-odd observable with a prepared state,Asymmetry Resource Receiver,reflection-asymmetry resource preorder,signed current/bispectrum/cocycle response,covariant channels cannot create the missing mode,[Proven],Inherited lower-order object; no new irreducible coupling
3,C04+C07+C08,unitary/heat dual functional calculus + fractal Schur compression + adaptive operator and memory law,no typed common operation in the declared finite grammar,No admitted derivative,not constructed,not constructed,not constructed,[Refuted],Visual juxtaposition alone was rejected
3,C04+C07+C09,unitary/heat dual functional calculus + fractal Schur compression + information/entropy geometry,construct diffusion distances from heat-kernel rows,Heat Information Metric,dimensionless metric family indexed by heat time,multi-scale distinguishability,contractive geometry under the heat semigroup,[Proven],Inherited lower-order object; no new irreducible coupling
3,C04+C07+C10,unitary/heat dual functional calculus + fractal Schur compression + operational process tuple,project wave/heat propagators and retain intermediate interventions,Dual-Ray Reduced Process Tensor,context-indexed multi-time process maps,intervention-dependent memory witness,coherent and diffusive reduced processes with hidden excursions,[Strong evidence],Typed derivative generated
3,C04+C07+C11,unitary/heat dual functional calculus + fractal Schur compression + dimensional-scale obstruction,no typed common operation in the declared finite grammar,No admitted derivative,not constructed,not constructed,not constructed,[Refuted],Visual juxtaposition alone was rejected
3,C04+C07+C12,unitary/heat dual functional calculus + fractal Schur compression + selector/source obstruction,no typed common operation in the declared finite grammar,No admitted derivative,not constructed,not constructed,not constructed,[Refuted],Visual juxtaposition alone was rejected
3,C04+C08+C09,unitary/heat dual functional calculus + adaptive operator and memory law + information/entropy geometry,construct diffusion distances from heat-kernel rows,Heat Information Metric,dimensionless metric family indexed by heat time,multi-scale distinguishability,contractive geometry under the heat semigroup,[Proven],Inherited lower-order object; no new irreducible coupling
3,C04+C08+C10,unitary/heat dual functional calculus + adaptive operator and memory law + operational process tuple,insert preparations and instruments into two functional-calculus rays | update an operator model from intervention-conditioned records,Operational Dual Process | Adaptive Process Estimator,multi-time probability/process objects | operator-valued state space with apparatus memory,intervention-conditioned records | held-out process likelihood or residual,wave and diffusion records with separate environments | nonlinear learning coupled to process dynamics,[Moderate evidence] | [Proven],Inherited lower-order object; no new irreducible coupling
3,C04+C08+C11,unitary/heat dual functional calculus + adaptive operator and memory law + dimensional-scale obstruction,no typed common operation in the declared finite grammar,No admitted derivative,not constructed,not constructed,not constructed,[Refuted],Visual juxtaposition alone was rejected
3,C04+C08+C12,unitary/heat dual functional calculus + adaptive operator and memory law + selector/source obstruction,no typed common operation in the declared finite grammar,No admitted derivative,not constructed,not constructed,not constructed,[Refuted],Visual juxtaposition alone was rejected
3,C04+C09+C10,unitary/heat dual functional calculus + information/entropy geometry + operational process tuple,apply data processing to operational heat records,Information Contraction Ledger,pairs of probability measures modulo the process channel,lost relative distinguishability,monotone contraction without dimensional energy interpretation,[Proven],Typed derivative generated
3,C04+C09+C11,unitary/heat dual functional calculus + information/entropy geometry + dimensional-scale obstruction,construct diffusion distances from heat-kernel rows,Heat Information Metric,dimensionless metric family indexed by heat time,multi-scale distinguishability,contractive geometry under the heat semigroup,[Proven],Inherited lower-order object; no new irreducible coupling
3,C04+C09+C12,unitary/heat dual functional calculus + information/entropy geometry + selector/source obstruction,construct diffusion distances from heat-kernel rows,Heat Information Metric,dimensionless metric family indexed by heat time,multi-scale distinguishability,contractive geometry under the heat semigroup,[Proven],Inherited lower-order object; no new irreducible coupling
