pair_id,pair,domain_id,domain,structural_score_0_4,touches_both_puzzles,shared_tags,mandatory_caveat
C02+C07,legacy intermediate bridge profile + fractal Schur compression,D14,causal-operational quantum theory,0,False,,Clarifies interventions and records; does not choose a physical realization.
C02+C07,legacy intermediate bridge profile + fractal Schur compression,D15,statistical field theory and random operators,0,False,,Useful null ensembles and effective-action comparisons; not an equivalence theorem.
C02+C08,legacy intermediate bridge profile + adaptive operator and memory law,D01,spectral graphs and quantum walks,0,False,,Exact at the finite operator level; not a continuum or laboratory identification.
C02+C08,legacy intermediate bridge profile + adaptive operator and memory law,D02,lattice Green functions and inverse field reconstruction,0,False,green,Exact for chosen quadratic operators; interaction and physical units are extra.
C02+C08,legacy intermediate bridge profile + adaptive operator and memory law,D03,graph signal processing and wavelets,0,False,,Strong filter analogy; it does not supply ontology or dynamics by itself.
C02+C08,legacy intermediate bridge profile + adaptive operator and memory law,D04,"Kron reduction, Schur complements and multigrid",0,False,,Exact block algebra; closure inside the strict kernel family is separately false.
C02+C08,legacy intermediate bridge profile + adaptive operator and memory law,D05,Mori-Zwanzig reduction and process tensors,0,False,memory,Exact reduced-memory mechanism after a declared observed/hidden split; the split is operational input.
C02+C08,legacy intermediate bridge profile + adaptive operator and memory law,D06,resource theory of asymmetry,0,False,,Exact no-creation logic for symmetric free operations; no nonpremise source is obtained.
C02+C08,legacy intermediate bridge profile + adaptive operator and memory law,D07,stochastic thermodynamics and feedback,1,True,feedback;information,"Requires bath, temperature, energy scale and reset ledger."
C02+C08,legacy intermediate bridge profile + adaptive operator and memory law,D08,information geometry and diffusion maps,0,False,information,"Produces intrinsic dimensionless geometry, not SI length or spacetime."
C02+C08,legacy intermediate bridge profile + adaptive operator and memory law,D09,noncommutative geometry and spectral action,0,False,operator,"Spectral analogy is real; algebra, grading, real structure and scale remain additional data."
C02+C08,legacy intermediate bridge profile + adaptive operator and memory law,D10,renormalization and stable fractional limits,0,False,damping,Possible universality language; the audited strict family is not Schur-closed.
C02+C08,legacy intermediate bridge profile + adaptive operator and memory law,D11,"control, observability and process tomography",0,False,,"Operationally exact when preparations, clock and POVM are supplied."
C02+C08,legacy intermediate bridge profile + adaptive operator and memory law,D12,adaptive neural operators and reservoir memory,3,False,adaptive;feedback;learning;memory;nonlinear;operator,Mechanistic analogy; training objective and data provenance are not derived.
C02+C08,legacy intermediate bridge profile + adaptive operator and memory law,D13,"topological phases, cohomology and holonomy",0,False,phase,Correct language for orientation carriers; no automatic signed section.
C02+C08,legacy intermediate bridge profile + adaptive operator and memory law,D14,causal-operational quantum theory,0,False,,Clarifies interventions and records; does not choose a physical realization.
C02+C08,legacy intermediate bridge profile + adaptive operator and memory law,D15,statistical field theory and random operators,0,False,nonlinear,Useful null ensembles and effective-action comparisons; not an equivalence theorem.
C02+C09,legacy intermediate bridge profile + information/entropy geometry,D01,spectral graphs and quantum walks,0,False,,Exact at the finite operator level; not a continuum or laboratory identification.
C02+C09,legacy intermediate bridge profile + information/entropy geometry,D02,lattice Green functions and inverse field reconstruction,0,False,green,Exact for chosen quadratic operators; interaction and physical units are extra.
C02+C09,legacy intermediate bridge profile + information/entropy geometry,D03,graph signal processing and wavelets,0,False,,Strong filter analogy; it does not supply ontology or dynamics by itself.
C02+C09,legacy intermediate bridge profile + information/entropy geometry,D04,"Kron reduction, Schur complements and multigrid",0,False,,Exact block algebra; closure inside the strict kernel family is separately false.
C02+C09,legacy intermediate bridge profile + information/entropy geometry,D05,Mori-Zwanzig reduction and process tensors,0,False,,Exact reduced-memory mechanism after a declared observed/hidden split; the split is operational input.
C02+C09,legacy intermediate bridge profile + information/entropy geometry,D06,resource theory of asymmetry,0,False,,Exact no-creation logic for symmetric free operations; no nonpremise source is obtained.
C02+C09,legacy intermediate bridge profile + information/entropy geometry,D07,stochastic thermodynamics and feedback,1,True,entropy;information,"Requires bath, temperature, energy scale and reset ledger."
C02+C09,legacy intermediate bridge profile + information/entropy geometry,D08,information geometry and diffusion maps,3,True,geometry;inference;information;metric;probability,"Produces intrinsic dimensionless geometry, not SI length or spacetime."
C02+C09,legacy intermediate bridge profile + information/entropy geometry,D09,noncommutative geometry and spectral action,0,False,geometry,"Spectral analogy is real; algebra, grading, real structure and scale remain additional data."
C02+C09,legacy intermediate bridge profile + information/entropy geometry,D10,renormalization and stable fractional limits,0,False,damping,Possible universality language; the audited strict family is not Schur-closed.
C02+C09,legacy intermediate bridge profile + information/entropy geometry,D11,"control, observability and process tomography",0,False,,"Operationally exact when preparations, clock and POVM are supplied."
C02+C09,legacy intermediate bridge profile + information/entropy geometry,D12,adaptive neural operators and reservoir memory,0,False,,Mechanistic analogy; training objective and data provenance are not derived.
C02+C09,legacy intermediate bridge profile + information/entropy geometry,D13,"topological phases, cohomology and holonomy",1,True,geometry;phase,Correct language for orientation carriers; no automatic signed section.
C02+C09,legacy intermediate bridge profile + information/entropy geometry,D14,causal-operational quantum theory,0,False,,Clarifies interventions and records; does not choose a physical realization.
C02+C09,legacy intermediate bridge profile + information/entropy geometry,D15,statistical field theory and random operators,1,False,entropy;probability,Useful null ensembles and effective-action comparisons; not an equivalence theorem.
C02+C10,legacy intermediate bridge profile + operational process tuple,D01,spectral graphs and quantum walks,0,False,,Exact at the finite operator level; not a continuum or laboratory identification.
C02+C10,legacy intermediate bridge profile + operational process tuple,D02,lattice Green functions and inverse field reconstruction,0,False,green,Exact for chosen quadratic operators; interaction and physical units are extra.
C02+C10,legacy intermediate bridge profile + operational process tuple,D03,graph signal processing and wavelets,0,False,,Strong filter analogy; it does not supply ontology or dynamics by itself.
C02+C10,legacy intermediate bridge profile + operational process tuple,D04,"Kron reduction, Schur complements and multigrid",0,False,,Exact block algebra; closure inside the strict kernel family is separately false.
C02+C10,legacy intermediate bridge profile + operational process tuple,D05,Mori-Zwanzig reduction and process tensors,1,False,environment;process,Exact reduced-memory mechanism after a declared observed/hidden split; the split is operational input.
C02+C10,legacy intermediate bridge profile + operational process tuple,D06,resource theory of asymmetry,0,False,measurement,Exact no-creation logic for symmetric free operations; no nonpremise source is obtained.
C02+C10,legacy intermediate bridge profile + operational process tuple,D07,stochastic thermodynamics and feedback,2,True,environment;information;measurement,"Requires bath, temperature, energy scale and reset ledger."
C02+C10,legacy intermediate bridge profile + operational process tuple,D08,information geometry and diffusion maps,0,False,information,"Produces intrinsic dimensionless geometry, not SI length or spacetime."
C02+C10,legacy intermediate bridge profile + operational process tuple,D09,noncommutative geometry and spectral action,0,False,,"Spectral analogy is real; algebra, grading, real structure and scale remain additional data."
C02+C10,legacy intermediate bridge profile + operational process tuple,D10,renormalization and stable fractional limits,0,False,damping,Possible universality language; the audited strict family is not Schur-closed.
C02+C10,legacy intermediate bridge profile + operational process tuple,D11,"control, observability and process tomography",2,False,instrument;measurement;process;record,"Operationally exact when preparations, clock and POVM are supplied."
C02+C10,legacy intermediate bridge profile + operational process tuple,D12,adaptive neural operators and reservoir memory,0,False,,Mechanistic analogy; training objective and data provenance are not derived.
C02+C10,legacy intermediate bridge profile + operational process tuple,D13,"topological phases, cohomology and holonomy",0,False,phase,Correct language for orientation carriers; no automatic signed section.
C02+C10,legacy intermediate bridge profile + operational process tuple,D14,causal-operational quantum theory,2,False,environment;instrument;measurement;observer;process,Clarifies interventions and records; does not choose a physical realization.
C02+C10,legacy intermediate bridge profile + operational process tuple,D15,statistical field theory and random operators,0,False,,Useful null ensembles and effective-action comparisons; not an equivalence theorem.
C02+C11,legacy intermediate bridge profile + dimensional-scale obstruction,D01,spectral graphs and quantum walks,0,False,,Exact at the finite operator level; not a continuum or laboratory identification.
C02+C11,legacy intermediate bridge profile + dimensional-scale obstruction,D02,lattice Green functions and inverse field reconstruction,0,False,green,Exact for chosen quadratic operators; interaction and physical units are extra.
C02+C11,legacy intermediate bridge profile + dimensional-scale obstruction,D03,graph signal processing and wavelets,0,False,,Strong filter analogy; it does not supply ontology or dynamics by itself.
C02+C11,legacy intermediate bridge profile + dimensional-scale obstruction,D04,"Kron reduction, Schur complements and multigrid",0,False,,Exact block algebra; closure inside the strict kernel family is separately false.
C02+C11,legacy intermediate bridge profile + dimensional-scale obstruction,D05,Mori-Zwanzig reduction and process tensors,0,False,,Exact reduced-memory mechanism after a declared observed/hidden split; the split is operational input.
C02+C11,legacy intermediate bridge profile + dimensional-scale obstruction,D06,resource theory of asymmetry,0,False,no_go,Exact no-creation logic for symmetric free operations; no nonpremise source is obtained.
C02+C11,legacy intermediate bridge profile + dimensional-scale obstruction,D07,stochastic thermodynamics and feedback,1,True,information;units,"Requires bath, temperature, energy scale and reset ledger."
C02+C11,legacy intermediate bridge profile + dimensional-scale obstruction,D08,information geometry and diffusion maps,0,False,information,"Produces intrinsic dimensionless geometry, not SI length or spacetime."
C02+C11,legacy intermediate bridge profile + dimensional-scale obstruction,D09,noncommutative geometry and spectral action,0,False,dimensions,"Spectral analogy is real; algebra, grading, real structure and scale remain additional data."
C02+C11,legacy intermediate bridge profile + dimensional-scale obstruction,D10,renormalization and stable fractional limits,1,True,damping;scale,Possible universality language; the audited strict family is not Schur-closed.
C02+C11,legacy intermediate bridge profile + dimensional-scale obstruction,D11,"control, observability and process tomography",0,False,calibration,"Operationally exact when preparations, clock and POVM are supplied."
C02+C11,legacy intermediate bridge profile + dimensional-scale obstruction,D12,adaptive neural operators and reservoir memory,0,False,,Mechanistic analogy; training objective and data provenance are not derived.
C02+C11,legacy intermediate bridge profile + dimensional-scale obstruction,D13,"topological phases, cohomology and holonomy",0,False,phase,Correct language for orientation carriers; no automatic signed section.
C02+C11,legacy intermediate bridge profile + dimensional-scale obstruction,D14,causal-operational quantum theory,0,False,,Clarifies interventions and records; does not choose a physical realization.
C02+C11,legacy intermediate bridge profile + dimensional-scale obstruction,D15,statistical field theory and random operators,0,False,scale,Useful null ensembles and effective-action comparisons; not an equivalence theorem.
C02+C12,legacy intermediate bridge profile + selector/source obstruction,D01,spectral graphs and quantum walks,0,False,,Exact at the finite operator level; not a continuum or laboratory identification.
C02+C12,legacy intermediate bridge profile + selector/source obstruction,D02,lattice Green functions and inverse field reconstruction,0,False,green,Exact for chosen quadratic operators; interaction and physical units are extra.
C02+C12,legacy intermediate bridge profile + selector/source obstruction,D03,graph signal processing and wavelets,0,False,,Strong filter analogy; it does not supply ontology or dynamics by itself.
C02+C12,legacy intermediate bridge profile + selector/source obstruction,D04,"Kron reduction, Schur complements and multigrid",0,False,,Exact block algebra; closure inside the strict kernel family is separately false.
C02+C12,legacy intermediate bridge profile + selector/source obstruction,D05,Mori-Zwanzig reduction and process tensors,0,False,,Exact reduced-memory mechanism after a declared observed/hidden split; the split is operational input.
C02+C12,legacy intermediate bridge profile + selector/source obstruction,D06,resource theory of asymmetry,2,False,chirality;no_go;resource;selector;symmetry,Exact no-creation logic for symmetric free operations; no nonpremise source is obtained.
C02+C12,legacy intermediate bridge profile + selector/source obstruction,D07,stochastic thermodynamics and feedback,0,False,information,"Requires bath, temperature, energy scale and reset ledger."
C02+C12,legacy intermediate bridge profile + selector/source obstruction,D08,information geometry and diffusion maps,0,False,information,"Produces intrinsic dimensionless geometry, not SI length or spacetime."
C02+C12,legacy intermediate bridge profile + selector/source obstruction,D09,noncommutative geometry and spectral action,0,False,,"Spectral analogy is real; algebra, grading, real structure and scale remain additional data."
C02+C12,legacy intermediate bridge profile + selector/source obstruction,D10,renormalization and stable fractional limits,0,False,damping,Possible universality language; the audited strict family is not Schur-closed.
C02+C12,legacy intermediate bridge profile + selector/source obstruction,D11,"control, observability and process tomography",0,False,,"Operationally exact when preparations, clock and POVM are supplied."
C02+C12,legacy intermediate bridge profile + selector/source obstruction,D12,adaptive neural operators and reservoir memory,0,False,,Mechanistic analogy; training objective and data provenance are not derived.
C02+C12,legacy intermediate bridge profile + selector/source obstruction,D13,"topological phases, cohomology and holonomy",2,True,chirality;phase;symmetry,Correct language for orientation carriers; no automatic signed section.
C02+C12,legacy intermediate bridge profile + selector/source obstruction,D14,causal-operational quantum theory,0,False,,Clarifies interventions and records; does not choose a physical realization.
C02+C12,legacy intermediate bridge profile + selector/source obstruction,D15,statistical field theory and random operators,0,False,,Useful null ensembles and effective-action comparisons; not an equivalence theorem.
C03+C04,positive graph Laplacian A + unitary/heat dual functional calculus,D01,spectral graphs and quantum walks,4,True,diffusion;dynamics;graph;spectral;unitary,Exact at the finite operator level; not a continuum or laboratory identification.
C03+C04,positive graph Laplacian A + unitary/heat dual functional calculus,D02,lattice Green functions and inverse field reconstruction,1,True,spectral;variational,Exact for chosen quadratic operators; interaction and physical units are extra.
C03+C04,positive graph Laplacian A + unitary/heat dual functional calculus,D03,graph signal processing and wavelets,1,True,graph;spectral,Strong filter analogy; it does not supply ontology or dynamics by itself.
C03+C04,positive graph Laplacian A + unitary/heat dual functional calculus,D04,"Kron reduction, Schur complements and multigrid",1,False,graph,Exact block algebra; closure inside the strict kernel family is separately false.
C03+C04,positive graph Laplacian A + unitary/heat dual functional calculus,D05,Mori-Zwanzig reduction and process tensors,1,False,dynamics,Exact reduced-memory mechanism after a declared observed/hidden split; the split is operational input.
C03+C04,positive graph Laplacian A + unitary/heat dual functional calculus,D06,resource theory of asymmetry,0,False,,Exact no-creation logic for symmetric free operations; no nonpremise source is obtained.
C03+C04,positive graph Laplacian A + unitary/heat dual functional calculus,D07,stochastic thermodynamics and feedback,0,False,,"Requires bath, temperature, energy scale and reset ledger."
C03+C04,positive graph Laplacian A + unitary/heat dual functional calculus,D08,information geometry and diffusion maps,1,False,diffusion,"Produces intrinsic dimensionless geometry, not SI length or spacetime."
C03+C04,positive graph Laplacian A + unitary/heat dual functional calculus,D09,noncommutative geometry and spectral action,1,True,spectral;variational,"Spectral analogy is real; algebra, grading, real structure and scale remain additional data."
C03+C04,positive graph Laplacian A + unitary/heat dual functional calculus,D10,renormalization and stable fractional limits,0,False,,Possible universality language; the audited strict family is not Schur-closed.
C03+C04,positive graph Laplacian A + unitary/heat dual functional calculus,D11,"control, observability and process tomography",0,False,,"Operationally exact when preparations, clock and POVM are supplied."
C03+C04,positive graph Laplacian A + unitary/heat dual functional calculus,D12,adaptive neural operators and reservoir memory,0,False,,Mechanistic analogy; training objective and data provenance are not derived.
C03+C04,positive graph Laplacian A + unitary/heat dual functional calculus,D13,"topological phases, cohomology and holonomy",0,False,,Correct language for orientation carriers; no automatic signed section.
C03+C04,positive graph Laplacian A + unitary/heat dual functional calculus,D14,causal-operational quantum theory,1,False,dynamics,Clarifies interventions and records; does not choose a physical realization.
C03+C04,positive graph Laplacian A + unitary/heat dual functional calculus,D15,statistical field theory and random operators,1,True,spectral,Useful null ensembles and effective-action comparisons; not an equivalence theorem.
C03+C05,positive graph Laplacian A + Green/resolvent/action reconstruction,D01,spectral graphs and quantum walks,1,True,graph;spectral,Exact at the finite operator level; not a continuum or laboratory identification.
C03+C05,positive graph Laplacian A + Green/resolvent/action reconstruction,D02,lattice Green functions and inverse field reconstruction,4,True,field;green;inverse;resolvent;spectral;variational,Exact for chosen quadratic operators; interaction and physical units are extra.
C03+C05,positive graph Laplacian A + Green/resolvent/action reconstruction,D03,graph signal processing and wavelets,1,True,graph;spectral,Strong filter analogy; it does not supply ontology or dynamics by itself.
C03+C05,positive graph Laplacian A + Green/resolvent/action reconstruction,D04,"Kron reduction, Schur complements and multigrid",1,True,graph;resolvent,Exact block algebra; closure inside the strict kernel family is separately false.
C03+C05,positive graph Laplacian A + Green/resolvent/action reconstruction,D05,Mori-Zwanzig reduction and process tensors,1,False,resolvent,Exact reduced-memory mechanism after a declared observed/hidden split; the split is operational input.
C03+C05,positive graph Laplacian A + Green/resolvent/action reconstruction,D06,resource theory of asymmetry,0,False,,Exact no-creation logic for symmetric free operations; no nonpremise source is obtained.
C03+C05,positive graph Laplacian A + Green/resolvent/action reconstruction,D07,stochastic thermodynamics and feedback,0,False,,"Requires bath, temperature, energy scale and reset ledger."
C03+C05,positive graph Laplacian A + Green/resolvent/action reconstruction,D08,information geometry and diffusion maps,0,False,,"Produces intrinsic dimensionless geometry, not SI length or spacetime."
C03+C05,positive graph Laplacian A + Green/resolvent/action reconstruction,D09,noncommutative geometry and spectral action,1,True,spectral;variational,"Spectral analogy is real; algebra, grading, real structure and scale remain additional data."
C03+C05,positive graph Laplacian A + Green/resolvent/action reconstruction,D10,renormalization and stable fractional limits,0,False,,Possible universality language; the audited strict family is not Schur-closed.
C03+C05,positive graph Laplacian A + Green/resolvent/action reconstruction,D11,"control, observability and process tomography",1,False,inverse,"Operationally exact when preparations, clock and POVM are supplied."
C03+C05,positive graph Laplacian A + Green/resolvent/action reconstruction,D12,adaptive neural operators and reservoir memory,0,False,,Mechanistic analogy; training objective and data provenance are not derived.
C03+C05,positive graph Laplacian A + Green/resolvent/action reconstruction,D13,"topological phases, cohomology and holonomy",0,False,,Correct language for orientation carriers; no automatic signed section.
C03+C05,positive graph Laplacian A + Green/resolvent/action reconstruction,D14,causal-operational quantum theory,0,False,,Clarifies interventions and records; does not choose a physical realization.
C03+C05,positive graph Laplacian A + Green/resolvent/action reconstruction,D15,statistical field theory and random operators,1,True,field;spectral,Useful null ensembles and effective-action comparisons; not an equivalence theorem.
C03+C06,positive graph Laplacian A + orientation cocycle and chiral receivers,D01,spectral graphs and quantum walks,1,False,graph;spectral,Exact at the finite operator level; not a continuum or laboratory identification.
C03+C06,positive graph Laplacian A + orientation cocycle and chiral receivers,D02,lattice Green functions and inverse field reconstruction,1,False,spectral;variational,Exact for chosen quadratic operators; interaction and physical units are extra.
C03+C06,positive graph Laplacian A + orientation cocycle and chiral receivers,D03,graph signal processing and wavelets,1,False,graph;spectral,Strong filter analogy; it does not supply ontology or dynamics by itself.
C03+C06,positive graph Laplacian A + orientation cocycle and chiral receivers,D04,"Kron reduction, Schur complements and multigrid",0,False,graph,Exact block algebra; closure inside the strict kernel family is separately false.
C03+C06,positive graph Laplacian A + orientation cocycle and chiral receivers,D05,Mori-Zwanzig reduction and process tensors,0,False,,Exact reduced-memory mechanism after a declared observed/hidden split; the split is operational input.
C03+C06,positive graph Laplacian A + orientation cocycle and chiral receivers,D06,resource theory of asymmetry,1,False,chirality;resource;symmetry,Exact no-creation logic for symmetric free operations; no nonpremise source is obtained.
C03+C06,positive graph Laplacian A + orientation cocycle and chiral receivers,D07,stochastic thermodynamics and feedback,0,False,,"Requires bath, temperature, energy scale and reset ledger."
C03+C06,positive graph Laplacian A + orientation cocycle and chiral receivers,D08,information geometry and diffusion maps,0,False,,"Produces intrinsic dimensionless geometry, not SI length or spacetime."
C03+C06,positive graph Laplacian A + orientation cocycle and chiral receivers,D09,noncommutative geometry and spectral action,1,False,spectral;variational,"Spectral analogy is real; algebra, grading, real structure and scale remain additional data."
C03+C06,positive graph Laplacian A + orientation cocycle and chiral receivers,D10,renormalization and stable fractional limits,0,False,,Possible universality language; the audited strict family is not Schur-closed.
C03+C06,positive graph Laplacian A + orientation cocycle and chiral receivers,D11,"control, observability and process tomography",0,False,,"Operationally exact when preparations, clock and POVM are supplied."
C03+C06,positive graph Laplacian A + orientation cocycle and chiral receivers,D12,adaptive neural operators and reservoir memory,0,False,,Mechanistic analogy; training objective and data provenance are not derived.
C03+C06,positive graph Laplacian A + orientation cocycle and chiral receivers,D13,"topological phases, cohomology and holonomy",2,False,chirality;cohomology;phase;symmetry;topology,Correct language for orientation carriers; no automatic signed section.
C03+C06,positive graph Laplacian A + orientation cocycle and chiral receivers,D14,causal-operational quantum theory,0,False,,Clarifies interventions and records; does not choose a physical realization.
C03+C06,positive graph Laplacian A + orientation cocycle and chiral receivers,D15,statistical field theory and random operators,0,False,spectral,Useful null ensembles and effective-action comparisons; not an equivalence theorem.
C03+C07,positive graph Laplacian A + fractal Schur compression,D01,spectral graphs and quantum walks,1,True,graph;spectral,Exact at the finite operator level; not a continuum or laboratory identification.
C03+C07,positive graph Laplacian A + fractal Schur compression,D02,lattice Green functions and inverse field reconstruction,1,False,spectral;variational,Exact for chosen quadratic operators; interaction and physical units are extra.
C03+C07,positive graph Laplacian A + fractal Schur compression,D03,graph signal processing and wavelets,2,True,graph;multiscale;spectral,Strong filter analogy; it does not supply ontology or dynamics by itself.
C03+C07,positive graph Laplacian A + fractal Schur compression,D04,"Kron reduction, Schur complements and multigrid",3,True,coarse_graining;graph;multiscale;renormalization;schur,Exact block algebra; closure inside the strict kernel family is separately false.
C03+C07,positive graph Laplacian A + fractal Schur compression,D05,Mori-Zwanzig reduction and process tensors,0,False,coarse_graining,Exact reduced-memory mechanism after a declared observed/hidden split; the split is operational input.
C03+C07,positive graph Laplacian A + fractal Schur compression,D06,resource theory of asymmetry,0,False,,Exact no-creation logic for symmetric free operations; no nonpremise source is obtained.
C03+C07,positive graph Laplacian A + fractal Schur compression,D07,stochastic thermodynamics and feedback,0,False,,"Requires bath, temperature, energy scale and reset ledger."
C03+C07,positive graph Laplacian A + fractal Schur compression,D08,information geometry and diffusion maps,0,False,,"Produces intrinsic dimensionless geometry, not SI length or spacetime."
C03+C07,positive graph Laplacian A + fractal Schur compression,D09,noncommutative geometry and spectral action,1,False,spectral;variational,"Spectral analogy is real; algebra, grading, real structure and scale remain additional data."
C03+C07,positive graph Laplacian A + fractal Schur compression,D10,renormalization and stable fractional limits,1,False,coarse_graining;multiscale;renormalization,Possible universality language; the audited strict family is not Schur-closed.
C03+C07,positive graph Laplacian A + fractal Schur compression,D11,"control, observability and process tomography",0,False,,"Operationally exact when preparations, clock and POVM are supplied."
C03+C07,positive graph Laplacian A + fractal Schur compression,D12,adaptive neural operators and reservoir memory,0,False,,Mechanistic analogy; training objective and data provenance are not derived.
C03+C07,positive graph Laplacian A + fractal Schur compression,D13,"topological phases, cohomology and holonomy",0,False,,Correct language for orientation carriers; no automatic signed section.
C03+C07,positive graph Laplacian A + fractal Schur compression,D14,causal-operational quantum theory,0,False,,Clarifies interventions and records; does not choose a physical realization.
C03+C07,positive graph Laplacian A + fractal Schur compression,D15,statistical field theory and random operators,0,False,spectral,Useful null ensembles and effective-action comparisons; not an equivalence theorem.
C03+C08,positive graph Laplacian A + adaptive operator and memory law,D01,spectral graphs and quantum walks,1,False,graph;spectral,Exact at the finite operator level; not a continuum or laboratory identification.
C03+C08,positive graph Laplacian A + adaptive operator and memory law,D02,lattice Green functions and inverse field reconstruction,1,False,spectral;variational,Exact for chosen quadratic operators; interaction and physical units are extra.
C03+C08,positive graph Laplacian A + adaptive operator and memory law,D03,graph signal processing and wavelets,1,False,graph;spectral,Strong filter analogy; it does not supply ontology or dynamics by itself.
C03+C08,positive graph Laplacian A + adaptive operator and memory law,D04,"Kron reduction, Schur complements and multigrid",0,False,graph,Exact block algebra; closure inside the strict kernel family is separately false.
C03+C08,positive graph Laplacian A + adaptive operator and memory law,D05,Mori-Zwanzig reduction and process tensors,0,False,memory,Exact reduced-memory mechanism after a declared observed/hidden split; the split is operational input.
C03+C08,positive graph Laplacian A + adaptive operator and memory law,D06,resource theory of asymmetry,0,False,,Exact no-creation logic for symmetric free operations; no nonpremise source is obtained.
C03+C08,positive graph Laplacian A + adaptive operator and memory law,D07,stochastic thermodynamics and feedback,0,False,feedback,"Requires bath, temperature, energy scale and reset ledger."
C03+C08,positive graph Laplacian A + adaptive operator and memory law,D08,information geometry and diffusion maps,0,False,,"Produces intrinsic dimensionless geometry, not SI length or spacetime."
C03+C08,positive graph Laplacian A + adaptive operator and memory law,D09,noncommutative geometry and spectral action,2,True,operator;spectral;variational,"Spectral analogy is real; algebra, grading, real structure and scale remain additional data."
C03+C08,positive graph Laplacian A + adaptive operator and memory law,D10,renormalization and stable fractional limits,0,False,,Possible universality language; the audited strict family is not Schur-closed.
C03+C08,positive graph Laplacian A + adaptive operator and memory law,D11,"control, observability and process tomography",0,False,,"Operationally exact when preparations, clock and POVM are supplied."
C03+C08,positive graph Laplacian A + adaptive operator and memory law,D12,adaptive neural operators and reservoir memory,3,False,adaptive;feedback;learning;memory;nonlinear;operator,Mechanistic analogy; training objective and data provenance are not derived.
C03+C08,positive graph Laplacian A + adaptive operator and memory law,D13,"topological phases, cohomology and holonomy",0,False,,Correct language for orientation carriers; no automatic signed section.
C03+C08,positive graph Laplacian A + adaptive operator and memory law,D14,causal-operational quantum theory,0,False,,Clarifies interventions and records; does not choose a physical realization.
C03+C08,positive graph Laplacian A + adaptive operator and memory law,D15,statistical field theory and random operators,1,True,nonlinear;spectral,Useful null ensembles and effective-action comparisons; not an equivalence theorem.
C03+C09,positive graph Laplacian A + information/entropy geometry,D01,spectral graphs and quantum walks,1,False,graph;spectral,Exact at the finite operator level; not a continuum or laboratory identification.
C03+C09,positive graph Laplacian A + information/entropy geometry,D02,lattice Green functions and inverse field reconstruction,1,False,spectral;variational,Exact for chosen quadratic operators; interaction and physical units are extra.
C03+C09,positive graph Laplacian A + information/entropy geometry,D03,graph signal processing and wavelets,1,False,graph;spectral,Strong filter analogy; it does not supply ontology or dynamics by itself.
C03+C09,positive graph Laplacian A + information/entropy geometry,D04,"Kron reduction, Schur complements and multigrid",0,False,graph,Exact block algebra; closure inside the strict kernel family is separately false.
C03+C09,positive graph Laplacian A + information/entropy geometry,D05,Mori-Zwanzig reduction and process tensors,0,False,,Exact reduced-memory mechanism after a declared observed/hidden split; the split is operational input.
C03+C09,positive graph Laplacian A + information/entropy geometry,D06,resource theory of asymmetry,0,False,,Exact no-creation logic for symmetric free operations; no nonpremise source is obtained.
C03+C09,positive graph Laplacian A + information/entropy geometry,D07,stochastic thermodynamics and feedback,1,False,entropy;information,"Requires bath, temperature, energy scale and reset ledger."
C03+C09,positive graph Laplacian A + information/entropy geometry,D08,information geometry and diffusion maps,2,False,geometry;inference;information;metric;probability,"Produces intrinsic dimensionless geometry, not SI length or spacetime."
C03+C09,positive graph Laplacian A + information/entropy geometry,D09,noncommutative geometry and spectral action,2,True,geometry;spectral;variational,"Spectral analogy is real; algebra, grading, real structure and scale remain additional data."
C03+C09,positive graph Laplacian A + information/entropy geometry,D10,renormalization and stable fractional limits,0,False,,Possible universality language; the audited strict family is not Schur-closed.
C03+C09,positive graph Laplacian A + information/entropy geometry,D11,"control, observability and process tomography",0,False,,"Operationally exact when preparations, clock and POVM are supplied."
C03+C09,positive graph Laplacian A + information/entropy geometry,D12,adaptive neural operators and reservoir memory,0,False,,Mechanistic analogy; training objective and data provenance are not derived.
C03+C09,positive graph Laplacian A + information/entropy geometry,D13,"topological phases, cohomology and holonomy",0,False,geometry,Correct language for orientation carriers; no automatic signed section.
C03+C09,positive graph Laplacian A + information/entropy geometry,D14,causal-operational quantum theory,0,False,,Clarifies interventions and records; does not choose a physical realization.
C03+C09,positive graph Laplacian A + information/entropy geometry,D15,statistical field theory and random operators,2,True,entropy;probability;spectral,Useful null ensembles and effective-action comparisons; not an equivalence theorem.
C03+C10,positive graph Laplacian A + operational process tuple,D01,spectral graphs and quantum walks,1,False,graph;spectral,Exact at the finite operator level; not a continuum or laboratory identification.
C03+C10,positive graph Laplacian A + operational process tuple,D02,lattice Green functions and inverse field reconstruction,1,False,spectral;variational,Exact for chosen quadratic operators; interaction and physical units are extra.
C03+C10,positive graph Laplacian A + operational process tuple,D03,graph signal processing and wavelets,1,False,graph;spectral,Strong filter analogy; it does not supply ontology or dynamics by itself.
C03+C10,positive graph Laplacian A + operational process tuple,D04,"Kron reduction, Schur complements and multigrid",0,False,graph,Exact block algebra; closure inside the strict kernel family is separately false.
C03+C10,positive graph Laplacian A + operational process tuple,D05,Mori-Zwanzig reduction and process tensors,1,False,environment;process,Exact reduced-memory mechanism after a declared observed/hidden split; the split is operational input.
C03+C10,positive graph Laplacian A + operational process tuple,D06,resource theory of asymmetry,0,False,measurement,Exact no-creation logic for symmetric free operations; no nonpremise source is obtained.
